PropertyReferenceID,Name,Address,PostcodeZip,Telephone,Fax,Resort,ResortID,Region,RegionID,Country,PropertyType,Rating,Latitude,Longitude
1282,San Leonardo Agriturismo,Contrada Pettolecchia,72015,+39 3755549970,+39 080 4829304,Fasano,27,Central Apulia,76,Italy,Agriturismo,0,40.8528,17.41211
1283,Masseria Montenapoleone,Contrada Bicocca via delle croci 8,72010,+39 338 7774182,+39 080 4896037,Fasano,27,Central Apulia,76,Italy,Masseria,4,40.81008,17.43442
1289,Palazzo Mosco Inn,"Via Micetti, 26",73014,+39 0833 265318,+39 0833 265052,Gallipoli,119,Salento,77,Italy,Hotel,4,40.05461,17.97787
1290,Hotel Palazzo del Corso,"Corso Roma, 145",73014,+39 0833 264040,+39 0833 265052,Gallipoli,119,Salento,77,Italy,Hotel,5,40.05604,17.98408
1291,Poiano Resort Hotel,Via Poiano,37016,+39 045 7200100,,Garda,396,Lake Garda & Vicinity,165,Italy,Villaggio,4,45.58025,10.73221
1292,Poiano Resort Appartamenti,Via Poiano,37016,+39 045 7200100,+39 045 7200900,Garda,396,Lake Garda & Vicinity,165,Italy,Villaggio,3,45.58025,10.73221
1294,Hotel Annabelle,"Via Federico Variopinto, 6",80077,+39 081 991890,+39 081 19722250,Ischia,14,Ischia Island,67,Italy,Hotel,3,40.73747,13.94773
1297,Tenuta Monacelli Lecce,"Via Giacomo Monticelli, località Cerrate",73100,+39 0832 382037,+39 0832 382037,Lecce City,51,Salento,77,Italy,Masseria,0,40.46825952,18.12871947
1298,Furnirussi Tenuta,"Contrada Giammanigli, Strada Comunale Scine, 29",73020,+39 0836 1975150,+39 0836 1950377,Carpignano Salentino,11001,Salento,77,Italy,Masseria,0,40.17178,18.34472
1300,Residence Cala Verde,"Via Verbano, 5",73057,+39 0833 912438,+39 0833 1850402,Taviano,399,Salento,77,Italy,Residence,0,39.97289,18.01553
1309,C-Hotels Fiume,"Via Brescia, 5",00198,+39 068543000,+39 068548888,Rome Historical Centre,546,Rome,117,Italy,Hotel,4,41.9115064,12.49998249
1310,Rome Garden Hotel,"Via Nomentana, 28",00161,+39 0644254465,+39 0644258496,Nomentano,347,Rome,117,Italy,Hotel,3,41.91161,12.50531
1311,Club Esse Posada,Via del Vecchio Marino,07020,+39 06 4543 9344,,Palau,196,Olbia & Vicinity,6,Italy,Villaggio,4,41.17603,9.38894
1312,Hotel Federico II Central Palace & SPA,"Via Principe Granatelli, 60",90139,+39 091 7495052,,Palermo,135,Sicily,3,Italy,Hotel,4,38.12419,13.35916
1315,Villa Lampedusa Hotel & Residence,"Via dei Quartieri, 104",90146,+39 091 7484346,+39 091 7514941,Palermo,135,Sicily,3,Italy,Hotel Residence,0,38.16351,13.32986
1317,Parco dei Principi Grand Hotel & SPA,"Via G. Frescobaldi, 5",00198,+39 06 854421,+39 06 8845104,Parioli - Flaminio,344,Rome,117,Italy,Hotel,5,41.91764,12.49166
1324,Hotel Trevi Collection,"Via Capo le Case, 60",00187,+39 06 69923273,+39 06 69922018,Spagna,422,Rome,117,Italy,Hotel,4,41.90419,12.48555
1325,Hotel Genio,"Via G. Zanardelli, 28",00187,+39 06 6833781,+39 06 68307246,Navona,420,Rome,117,Italy,Hotel,4,41.90079,12.47233
1326,Hotel Rinascimento,"Via del Pellegrino, 122",00186,+39 06 68809556,+39 06 68212410,Navona,420,Rome,117,Italy,Hotel,4,41.89728,12.46854
1335,Le Saline Beach Resort,Contrada Pantarello Trav V,89060,+39 09651875445,,Saline Joniche,10964,Reggio Calabria & Vicinity,106,Italy,Hotel,4,37.93852,15.70892
1337,Hotel Dei Principati,"Via Salvatore Allende,  88",84081,+39 089 9566401,+39 089 9566366,Baronissi,11034,Salerno,71,Italy,Hotel,4,40.75483,14.78554
1338,San Severino Park Hotel & Spa,"Via Bagnara, 11",84085,+39 089 820096,+39 089 8201011,Mercato San Severino,735,Salerno,71,Italy,Hotel,4,40.77213,14.74657
1340,Cappuccina Country Resort,"Località la Cappuccina, 46a",53037,+39 0577 940381,+39 0577 942031,San Gimignano,684,Tuscany,396,Italy,Hotel,4,43.47764,11.02537
1342,Le Palme di Conturrana,"Via degli Orti, 8",91010,+39 09231987209,+39 0923 1982106,San Vito lo Capo,129,Sicily,3,Italy,Residence,0,38.17296,12.73687
1349,Borgo Egnazia Le Ville,"Strada Comunale Egnazia, Savelletri",72010,+39 080 225 5000,,Fasano,27,Central Apulia,76,Italy,Masseria,5,40.87467,17.39471
1351,Hotel Mida,"Lungomare Lanterna Via delle Seppie, 4",97019,+ 39 0932 871430,+ 39 0932 871589,Scoglitti,11233,Sicily,3,Italy,Hotel,3,36.89899,14.42508
1358,Bettoja Hotel Atlantico,"Via Cavour, 23",00184,+39 06 485951,+39 06 4827492,Rome Termini Station,352,Rome,117,Italy,Hotel,4,41.89996,12.4987
1359,Bettoja Hotel Massimo d'Azeglio,"Via Cavour, 18",00184,+39 064870270,+39 064827386,Rome Termini Station,352,Rome,117,Italy,Hotel,4,41.90012,12.49927
1360,Bettoja Hotel Mediterraneo,"Via Cavour, 15",00184,+39 064884051,+39 064744105,Rome Termini Station,352,Rome,117,Italy,Hotel,4,41.90029,12.49909
1365,Agriturismo Vultaggio,"Via Quartana, C/da MisiliscemiGuarrato",91020,+39 0923 864261,+39 0923 865107,Trapani,110,Sicily,3,Italy,Agriturismo,0,37.91902,12.56606
1366,DiVino Hotel,"Strada Marsala, 271",91100,+39 0923 864013,+39 0923 865107,Trapani,110,Sicily,3,Italy,Agriturismo,3,37.92015,12.54227
1370,Hotel Trevi,"Vicolo del Babuccio, 20/21 A",00187,+39 0667 89563,+39 0669 941407,Trevi Rome,414,Rome,117,Italy,Hotel,3,41.90036,12.48418
1373,Hotel Splendide Royal,"Via di Porta Pinciana, 14",00187,+39 06 421689,+39 068551758,Via Veneto,345,Rome,117,Italy,Hotel,5,41.90806,12.48694
1374,Altafiumara Resort & Spa,Via Petrello,89018,+39 0965 759804,+39 0965 759566,Villa S. Giovanni,228,Calabria Tirrenian Sea,405,Italy,Hotel,5,38.24228,15.67709
1375,Pullman Almar Timi Ama Resort & Spa,"Viale dei Ginepri, 3",09049,+39 070 79791,+39 070 797285,Villasimius,140,Cagliari & Vicinity,8943,Italy,Villaggio,5,39.12191,9.51634
1377,Precise House Montaperti,"Str. di Poggio al Vento, 1/a",53041,+39 057736741,+39 0577365395,Asciano,448,Tuscany,396,Italy,Hotel,4,43.3007,11.42269
1379,Il Falconiere Relais & Spa,"Località San Martino a Bocena, 370",52044,+39 0575 612679,+39 0575 612927,Cortona,429,Tuscany,396,Italy,Hotel,5,43.29035,11.97149
1381,Best Western Grand Hotel Guinigi,"Via Romana, 1247",55100,+39 0583 4991,+39 0583 499800,Lucca,275,Tuscany,396,Italy,Hotel,4,43.84491,10.53326
1383,Hotel Calabernardo,Contrada Calabernardo,96017,+39 0931 8120 74,,Noto,265,Sicily,3,Italy,Hotel,3,36.86906,15.13496
1385,B&B Teatro,"Via Bara All'Olivella, 51",90133,+39 333 3225289,,Palermo,135,Sicily,3,Italy,B&B,0,38.12111,13.36087
1386,Hotel Village Suvaki,Località Punta Fram,91017,+39 0923916663,+39 0923918500,Pantelleria Island,230,Sicily,3,Italy,Villaggio,4,36.80178,11.93239
1387,Hotel dei Pini,SS 115 Contrada San Calogero,92014,+ 39 0922 634844,+ 39 0922 632895,Porto Empedocle,94,Sicily,3,Italy,Hotel,4,37.29442,13.54164
1389,Hotel & Residence Sant'Uberto,Località Poloni,58036,+39 0564 575466,+39 0564 575646,Roccastrada,426,Tuscany,396,Italy,Hotel Residence,3,43.06003,11.15459
1392,UNAHOTELS Hotel Vittoria Firenze,"Via Pisana, 59",50143,+39 055 22771,,Florence Historical Centre,376,Florence,137,Italy,Hotel,4,43.77096,11.23427
1394,Il Gabbiano Relais,Via Vito Nunziante,98050,+39 338 8049982,,Stromboli Island,12,Sicily,3,Italy,Residence,0,38.80534,15.23739
1400,Lantana Resort Apartments,"Viale Nora, 37",09010,+39 070 924411,+39 070 9246075,Pula,76,Cagliari & Vicinity,8943,Italy,Residence,0,39.00404,9.00838
1404,Hotel Il Guercino,"Via Luigi Serra, 7",40129,+39 051 369893,+39 051 368071,Bologna Historical Centre,439,Bologna,184,Italy,Hotel,4,44.50933,11.34563
1407,Hotel Regina Margherita,"Via Regina Margherita, 44",09124,+39 070 670342,+39 070668325,Cagliari,153,Cagliari & Vicinity,8943,Italy,Hotel,4,39.21419,9.11646
1409,Ca' Sagredo Hotel,"Campo Santa Sofia, 4198/99",30121,+39 041 2413111,+39 041 2413521,Cannaregio,358,Venice,128,Italy,Hotel,5,45.44055,12.33437
1410,Il Borgo Alcantara,"Via Provinciale 81, n 39",95012,+39 0942985129,+39 0942985264,Castiglione di Sicilia,40,Sicily,3,Italy,Agriturismo,0,37.8679,15.1926
1411,Il Picciolo Etna Golf Resort & SPA,SS 120Km 200,95012,+39 0942 986384,+39 0942 986034,Castiglione di Sicilia,40,Sicily,3,Italy,Hotel,4,37.85479,15.10235
1413,La Casa delle Monache,Contrada Finaita,98036,+ 39 0942 630096,+ 39 0942 985446,Graniti,424,Sicily,3,Italy,Agriturismo,0,37.87013,15.19961
1415,Ramo d'Aria Etna Country Hotel,"Viale delle Provincie, 261",95014,+39 095 939221,+39 09577881485,Giarre,469,Sicily,3,Italy,Hotel,4,37.71232,15.18995
1419,Hotel Club Due Torri,"Via Diego Taiani, 3",84010,+39 089 877699,+39 089 877726,Maiori,167,Amalfi Coast,310,Italy,Hotel Club,4,40.64492,14.64735
1420,Hotel Pietra di Luna,"Lungomare G. Capone, 27",84010,+39 089 877500,+39 089 877483,Maiori,167,Amalfi Coast,310,Italy,Hotel,4,40.64732,14.64321
1434,Case Vacanze Bellavista,Via Dei Giardini,92014,+39 0922 601217,,Porto Empedocle,94,Sicily,3,Italy,Case Vacanza,0,37.2916,13.49149
1439,Zash Country Boutique Hotel & Spa,Via Strada provinciale sp2,98018,+39 095 7828932,(+39)0957781485,Riposto,468,Sicily,3,Italy,Agriturismo,0,37.70776,15.19995
1443,Hotel Grazia Deledda,"Via Dante, 47",07100,+39 079 271235,+39 079 280884,Sassari,207,Alghero & Vicinity,8942,Italy,Hotel,4,40.71855,8.56704
1446,VOI Floriana Resort,Via del Mare n. 8,10126,+39 0961 791150,+39 0961 791488,Simeri Mare,472,Calabria Ionian Sea,406,Italy,Hotel Club,4,38.859,16.69424
1447,Hotel Diana Roof Garden,"Via Principe Amedeo, 4",00185,+39 06 478681,+39 06 486998,Rome Termini Station,352,Rome,117,Italy,Hotel,4,41.90075,12.49739
1451,LH Hotel Sirio Venice,"Via Circonvallazione, 109",30174,+39 041984022,+39 041961420,Mestre,365,Venice,128,Italy,Hotel,4,45.49717,12.23631
1459,VOI Alimini Resort,Località Alimini,73028,+39 0836 803101,+39 0836 803306,Otranto,79,Salento,77,Italy,Hotel,3,40.22533,18.46159
1460,Zahira Resort and Village,Via Tonnara Fontana,91021,+39 0924 80393,+39 0924 945126,Campobello di Mazara,99,Sicily,3,Italy,Hotel Club,4,37.58028,12.74869
1461,Katane Palace Hotel,"Via Camillo Finocchiaro Aprile, 110",95100,+39 0957 470702,+39 0959 515107,Catania,54,Sicily,3,Italy,Hotel,4,37.51173,15.09354
1463,Hotel Nuovo Rebecchino,"Corso Giuseppe Garibaldi, 356",80142,+39 0815535327,+39 081268026,Naples Central Station,341,Naples & Vicinity,73,Italy,Hotel,3,40.85323,14.26809
1464,Best Western Hotel Plaza,"Piazza Principe Umberto I, 23",80142,+39 081 5636168,+39 081 5636177,Naples Central Station,341,Naples & Vicinity,73,Italy,Hotel,4,40.85405,14.26837
1468,Torre Dantona Country Hotel,C.da Dantona,97010,+39 0932 902495,,Marina di Modica,795,Sicily,3,Italy,Hotel,4,36.71927,14.79266
1469,Porto Giardino,"C.da Lamandia, 16/A",70043,+39 0832 351321,,Monopoli,26,Central Apulia,76,Italy,Hotel,4,40.90604,17.34113
1471,Palco Rooms & Suites,"Via Cavour, 118",90133,+39 091 8435036,+39 091 8771553,Palermo,135,Sicily,3,Italy,B&B,0,38.1214,13.35841
1473,Lord Byron,"Via Giuseppe de Notaris, 5",00197,+39 06 3220404,+39 06 3220405,Parioli - Flaminio,344,Rome,117,Italy,Hotel,5,41.91983,12.48148
1474,Residenza Mare Blu,"Via L. Rizzo, angolo Via Formia",73055,+39 0833 281613,+39 0833 1808011,Racale,477,Salento,77,Italy,Appartamento,0,39.94449,18.03801
1479,Hotel Regency,"Piazza Massimo D'Azeglio, 3",50121,+39 055 245247,+39 055 2346735,San Marco - Santissima Annunziata,481,Florence,137,Italy,Hotel,5,43.77539,11.26812
1486,Residence La Caletta,Via Mancaversa,73057,+39 0833 281613,+39 0833 1808011,Taviano,399,Salento,77,Italy,Residence,0,39.96876,18.0164
1488,Baglio Sorìa Resort & Wine,Contrada Soria,91100,+39 0923861679,,Trapani,110,Sicily,3,Italy,Hotel,4,37.97869,12.60298
1492,Residence Cormoran,"Via del Porto, 37",09049,+39 070 79340,+39 070 798131,Villasimius,140,Cagliari & Vicinity,8943,Italy,Hotel Residence,4,39.13747,9.48621
1493,Residence Cerere,"Via Laura di Mare, 15",84063,+39 0828851751,+39 0828851133,Paestum,211,Cilento,72,Italy,Residence,0,40.44916,14.97498
1501,Residence San Pietro,"Via Nuova Chiunzi, 147",84010,+39 089 877220,+39 089 877025,Maiori,167,Amalfi Coast,310,Italy,Residence,0,40.65379,14.6428
1502,Ferro Hotel,Via Stazione snc,97014,+39 0932 941043,,Modica,68,Sicily,3,Italy,Hotel,4,36.85246,14.75245
1506,Hotel Balocco,Località Liscia di Vacca,07021,+39 078991555,+39 078991510,Porto Cervo,595,Olbia & Vicinity,6,Italy,Hotel,4,41.13685,9.52171
1514,Airone Wellness Hotel,"Via Cassone, 67",95019,+39 0957081819,,Zafferana Etnea,486,Sicily,3,Italy,Hotel,4,37.68916,15.09552
1522,FH55 Grand Hotel Mediterraneo,"Lungarno del Tempio, 44",50121,+39 055 660241,+39 055 679560,Lungarno del Tempio,581,Florence,137,Italy,Hotel,4,43.76614,11.27217
1529,Residence La Gancia,Piazza Mercato del Pesce,91100,+39 0923438060,+39 092326668,Trapani,110,Sicily,3,Italy,Residence,0,38.01696,12.50968
1548,Mazzarò Sea Palace,"Via Nazionale, 147",98030,+39 0942 612111,+39 0942 626237,Taormina,32,Sicily,3,Italy,Hotel,5,37.85605,15.30114
1550,Hotel Galidon Wellness Park & SPA,"Via Provinciale Forio-Panza, 166",80075,+39 081 907083,,Forio,31,Ischia Island,67,Italy,Hotel,4,40.721,13.86617
1551,Il Gattopardo Hotel Terme Beauty Farm,"Via Giovanni Mazzella, 166",80075,+39 081 997714,+39 081 998950,Forio,31,Ischia Island,67,Italy,Hotel,4,40.72893263,13.86030301
1559,Le Residenze Arcobaleno dell'Imperatore,Località Costa Rei,09043,+39 070 9916140,+39 070 9919100,Costa Rei,801,Cagliari & Vicinity,8943,Italy,Appartamento,0,39.24847,9.56953
1571,NH Napoli Panorama,"Via Medina, 70",80133,+39 081 4105111,,Port of Naples,340,Naples & Vicinity,73,Italy,Hotel,4,40.8424,14.25196
1860,Ariston Hotel,"Largo del Carrobbio, 2",20123,+39 02 72000556,+39 02 72000914,Milan Historical Centre,387,Milan,149,Italy,Hotel,4,45.46052,9.18122
1878,Antares Hotel Concorde - BW Signature Collection,"Viale Monza, 132",20127,+39 02 26112020,+39 02 26147879,Viale Monza,509,Milan,149,Italy,,4,45.50245,9.22184
1879,C-Hotels Atlantic,"via Napo Torriani, 24",20124,+39 02 6691941,+39 02 6706533,Milan Central Station,381,Milan,149,Italy,Hotel,4,45.48309,9.20339
1882,Hotel Astoria - Sure Hotel Collection by Best Western,"Viale Murillo, 9",20149,+39 02 40090095,+39 02 40074642,Fiera Milano City,391,Milan,149,Italy,,4,45.47255,9.14403
1883,Best Western Hotel City,"Corso Buenos Aires, 42/5",20124,+39 0229 523382,+39 0220 46957,Milan Central Station,381,Milan,149,Italy,,4,45.47933,9.21051
1884,Best Western Hotel Madison,"Via Privata Leopoldo Gasparotto, 8",20124,+39 0267074150,+39 0267075059,Milan Central Station,381,Milan,149,Italy,,4,45.48819,9.20164
1885,Best Western Hotel Major,"Viale Isonzo, 2",20135,+39 02 55188335,+39 02 55183140,Porta Romana,389,Milan,149,Italy,Hotel,4,45.4472,9.2091
1887,Sure Hotel Collection By Best Western Hotel Mirage,"Viale Certosa, 104/106",20156,+39 02 39210471,+39 02 39210589,Certosa,539,Milan,149,Italy,,4,45.49473,9.14183
1890,WorldHotel Casati 18,"Via Felice Casati, 18",20124,+39 02 29404208,+39 02 29404618,Milan Central Station,381,Milan,149,Italy,,4,45.47873,9.20409
1908,Hotel Dei Cavalieri,"Piazza Giuseppe Missori, 1",20123,+39 02 88571,+39 02 72021683,Milan Historical Centre,387,Milan,149,Italy,Hotel,4,45.46096,9.18853
1968,Ibis Milano Fiera,Via Pirelli 4,20020,+39 02 93757511,+39 02 93757555,Lainate,11148,Lombardy,8967,Italy,,4,45.56304,9.03074
2000,Mercure Milano Solari,"Via Pietro Orseolo, 1",20144,+39 02 5817801,+39 02 83242220,Navigli,390,Milan,149,Italy,,4,45.45653,9.16835
2006,Mirage Hotel,"Via Valassina, 95",20037,+39 02 99044331,+39 02 99044341,Paderno Dugnano,11147,Lombardy,8967,Italy,,4,45.5804,9.17277
2010,LHP Napoleon Hotel,"Via Ozanam, 12",20129,+39 02 29520366,+39 02 29520388,Citta Studi,525,Milan,149,Italy,Hotel,4,45.48024,9.2132
2012,NH Collection Milano President,"Largo Augusto, 10",20122,+39 02 77461,,Milan Historical Centre,387,Milan,149,Italy,Hotel,5,45.46311,9.19785
2018,NH Collection Milano Touring,"Via Ugo Tarchetti, 2",20121,+39 02 63351,,Milan Historical Centre,387,Milan,149,Italy,Hotel,4,45.47692,9.19667
2021,Novotel Milano Nord Ca Granda,"Viale Giovanni Suzzani, 13",20162,+39 02 641151,+39 02 66101961,Bicocca - Zara,536,Milan,149,Italy,,4,45.50649,9.1963
2044,Ibis Styles Milano Centro,"Via Ruggero Boscovich, 57/59",20124,+39 02 29404483,+39 02 29404958,Milan Central Station,381,Milan,149,Italy,,3,45.47944,9.20908
2055,The Hub Hotel,"Via Privata Polonia, 10",20157,+39 02 78627000,+39 02 78627070,Fiera Milano Rho,964,Milan,149,Italy,Hotel,4,45.51398,9.11944
2060,The Square Milano Duomo,"Via Alberico Albricci, 2-4",20122,+39 02 727071,,Milan Historical Centre,387,Milan,149,Italy,Hotel,4,45.46086,9.18902
2066,UNAHOTELS Century Milano,"Via Fabio Filzi, 25/B",20124,+39 02 675041,+39 02 66980602,Milan Central Station,381,Milan,149,Italy,Hotel,4,45.48492,9.19946
2067,UNAHOTELS Cusani Milano,"Via Cusani, 13",20121,+39 0285601,+39 028693601,Milan Central Station,381,Milan,149,Italy,Hotel,4,45.4685,9.18343
2077,Château Monfort,"Corso Concordia, 1",20129,+39 02 776761,+39 02 77676832,Milan Historical Centre,387,Milan,149,Italy,Hotel,5,45.46822,9.20734
2086,UNAHOTELS Expo Fiera Milano,"Via Keplero, 12",20016,+39 02 300551,,Fiera Milano Rho,964,Milan,149,Italy,Hotel,4,45.50225,9.0869
2090,Best Western Falck Village Hotel,"Viale Italia, 598",20099,+39 02 24416760,+39 02 2489289,Sesto San Giovanni,639,Lombardy,8967,Italy,,4,45.54489,9.25381
2092,Best Western Hotel Goldenmile Milan,"Viale Cristoforo Colombo 33, 33",20090,0248498111,,Trezzano sul Naviglio,11128,Lombardy,8967,Italy,,4,45.4267,9.07143
2093,Best Western Plus Hotel Le Favaglie,"Via Raffaele Merendi, 26",20010,+39 0293 48411,,Cornaredo,11130,Lombardy,8967,Italy,,4,45.48702,9.03115
2094,Best Western Villa Appiani,"Via Sala, 17",20056,+39 02 92002401,+39 02 92002402,Trezzo sull'Adda,11140,Lombardy,8967,Italy,,4,45.60963,9.52216
2098,Devero Hotel & Spa,"Largo Kennedy, 1",20873,+39 02 95335412,+39 02 95339625,Cavenago di Brianza,11492,Lombardy,8967,Italy,,4,45.58017,9.41669
2159,Ruzzini Palace Hotel,"Campo Santa Maria Formosa, 5866",30122,+39 041 2410447,+39 041 5230956,Castello,359,Venice,128,Italy,Hotel,4,45.43778,12.34057
2218,Hotel Indigo Venice - Sant'Elena,"Calle Buccari, 10",30132,+39 041 2717811,+39 0412771569,Castello,359,Venice,128,Italy,Hotel,4,45.42648,12.36262
2225,Ca' dei Conti,"Fondamenta del Remedio, 4429",30122,+39 0412770500,+39 0412770727,Castello,359,Venice,128,Italy,Hotel,4,45.43599,12.34115
2248,Hotel Carlton on the Grand Canal,"Santa Croce, 578",30135,+39 041 2752200,+39 041 2752250,Santa Croce Venice,364,Venice,128,Italy,Hotel,4,45.44005,12.32188
2305,Locanda Vivaldi Hotel,"Riva degli Schiavoni, 4152-53",30122,+39 041 2770477,+39 041 2770489,Castello,359,Venice,128,Italy,Hotel,4,45.4341,12.3446
2312,Hotel Metropole,Riva degli Schiavoni 4149,30122,+39 041 5205044,+39 041 5223679,Castello,359,Venice,128,Italy,Hotel,5,45.43412,12.34528
2330,Hotel Palazzo Stern,"Dorsoduro, 2792",30122,+39 041 2770869,+39 041 2412456,Dorsoduro,362,Venice,128,Italy,Hotel,4,45.43305,12.32698
2333,Hotel Papadopoli Venezia - Mgallery,"Santa Croce, 245 - Giardini Papadopoli",30135,+39 041 710400,+39 041 710394,Santa Croce Venice,364,Venice,128,Italy,,4,45.43804,12.32124
2359,Park Hotel ai Pini,Via Miranese 176,30174,+39 041 917722,+39 041 912390,Mestre,365,Venice,128,Italy,Hotel,4,45.48589,12.21864
2386,Best Western Park Hotel Continental,Via XIII Martiri 229,30027,+39 042143148,+39 0421 41728,San Donà di Piave,11586,Veneto,8973,Italy,Hotel,4,45.63115,12.57511
2388,Voco Venice Mestre - The Quid,"Via Terraglio, 15",30174,+39 041 2395611,+39 041952435,Mestre,365,Venice,128,Italy,Hotel,4,45.51176,12.23509
2402,Crowne Plaza Venice East,"Viale Della Resistenza, 18/20",30020,+39 0422703811,,Quarto d'Altino,11182,Veneto,8973,Italy,Hotel,4,45.57383,12.36537
2424,Mercure Venezia Marghera,"Via Malamocco, 14",30175,+39 041 5380968,,Marghera,11187,Veneto,8973,Italy,,4,45.47578,12.21183
2444,Hotel Monaco & Quisisana,"Via Palladio, 1",30016,+39 0421649257,,Lido di Jesolo,10818,Veneto,8973,Italy,Hotel,4,45.49199,12.60998
2447,Novotel Venezia Mestre Castellana,"Via Alfredo Ceccherini, 21",30174,+39 0415066511,+39 041940620,Mestre,365,Venice,128,Italy,Hotel,4,45.50317,12.23394
2460,Hotel President,"Via Forte Marghera, 99/a",30173,+39 041 985655,,Mestre,365,Venice,128,Italy,Hotel,4,45.48964,12.24894
2462,Quality Hotel Delfino,"Corso del Popolo, 211",30172,+39 041 5321029,+39 041 5310601,Mestre,365,Venice,128,Italy,Hotel,4,45.4843,12.24164
2495,Hotel Villa Mabapa,"Riviera San Nicolò, 16",30126,+39 041 5260590,+39 041 5269441,Lido di Venezia,852,Venice,128,Italy,Hotel,4,45.42293,12.37738
2500,Hotel White,"Via In Arcione, 77",00187,+39 06 6991242,+39 06 6788451,Trevi Rome,414,Rome,117,Italy,Hotel,4,41.9018,12.48574
2502,Boutique Hotel Trevi,"Via delle Muratte, 90/92",00187,+39 06 6991192,+39 06 6991239,Trevi Rome,414,Rome,117,Italy,Hotel,4,41.90058,12.48256
2504,Hotel Stendhal,"Via del Tritone, 113",00187,+39 06422921,+39 0642292555,Rome Historical Centre,546,Rome,117,Italy,Hotel,4,41.90351,12.48764
2508,Hotel Villa Glori,"Via Bernardo Celentano, 11",00196,+39 06 3227658,,Villa Borghese,572,Rome,117,Italy,Hotel,4,41.9247,12.46986
2515,Hotel Donna Laura Palace,"Lungotevere Delle Armi, 21",00195,+39 06 32600083,+39 06 32651205,Vatican City - Prati,567,Rome,117,Italy,Hotel,4,41.9162,12.46932
2519,Hotel Della Conciliazione,Via Borgo Pio 163/166,00193,+39 06 6875400,,Vatican City - Prati,567,Rome,117,Italy,Hotel,4,41.90384,12.4608
2520,Adagio Rome Vatican,"Via Damiano Chiesa, 8",00136,+39 06 30198,+39 06 30198603,Trionfale,553,Rome,117,Italy,,4,41.91995,12.43615
2525,NH Collection Roma Centro,"Via Dei Gracchi, 324",00192,+39 06 328481,,Vatican City - Prati,567,Rome,117,Italy,Hotel,4,41.90978,12.46871
2529,Rome Cavalieri - A Waldorf Astoria Hotel,"Via Alberto Cadlolo, 101",00136,+39 06 35091,,Rome Historical Centre,546,Rome,117,Italy,Hotel,5,41.91886,12.44651
2543,Best Western Plus Hotel Universo,"Via Principe Amedeo, 5/B",00185,+39 06476811,+39 064745125,Rome Termini Station,352,Rome,117,Italy,Hotel,4,41.90022,12.49745
2573,UNAHOTELS Decò Roma,"Via G. Amendola, 57",00185,+39 06 649371,+39 06 649372,Rome Termini Station,352,Rome,117,Italy,Hotel,4,41.89988,12.49982
